post	hate_or_not_hate	implicit_or_explicit	implicit_class	extra_implicit_class_x	extra_implicit_class_y
this is maddening. every mosque should be cleaned. don't break the windows. just donate food. # banislam	hate	implicit_hate	threatening		
Shame!! unacceptable > > # deportmuslims is the only way our children can ever again live free from terror and rape!	hate	implicit_hate	threatening		
no, no, no, no, no! we want them from America now!!!!!	hate	implicit_hate	threatening		
Let's be clear: this fat shit should be deported, preferably to Iraq.	hate	implicit_hate	threatening		
Kill a terrorist before he cuts off his head! # rt # stopislam # tcot # makedclisten # wakeupamerica	hate	implicit_hate	threatening	stereotypical	
Before he changes his mind! # deportthemall now!	hate	implicit_hate	threatening		
not even a ticket. let them go as they came.	hate	implicit_hate	threatening		
if he is deported, he will returned. the only solution is to execute him in the center of the city and broadcast him on television.	hate	implicit_hate	threatening		
Criminals must be deported; we already have too many.	hate	implicit_hate	threatening	stereotypical	
He brought them here to have his own enemy fighting army that imposes Islam on us.	hate	implicit_hate	threatening		
Unlock it so my boy can punch you in the head, you coward!	hate	implicit_hate	threatening		
"Put rham under arrest and shoot the bastard while he ""tries to escape."" ""You know Chicago-style!"	hate	implicit_hate	threatening		
Jail for lawless launch!	hate	implicit_hate	threatening		
Deport mom and grandma!	hate	implicit_hate	threatening		
I want them to stand up and [censor] people.	hate	implicit_hate	threatening		
prefer a few weapons and fast!! Wild do not react to reason.	hate	implicit_hate	threatening	inferiority	
no daca sends them back to their country of origin, builds the wall, stops illegals from having any birth rights for children or beneficiaries. No reason to come, they will stop.	hate	implicit_hate	threatening		
no they deserve our benifets.so eat goes to those who deserve it.they should apply for citizenship first.	hate	implicit_hate	threatening		
Ban the Muslim Brotherhood, issue its declaration as a terrorist organization and ban all related orgs.	hate	implicit_hate	threatening		
yep # saynotoislam follow # stoptheinvasion # norefugees # neverhillary wants 550% more refugees # trumpstrong	hate	implicit_hate	threatening		
yes, only legal immigrants. Stop the heroin trade, jihadists, save work. a no brainer, no hrc no problems!	hate	implicit_hate	threatening		
msm laughing @ trump deporting 11 million illegals. He doesn't have to! they'll deport themselves if you cut em off the teats!	hate	implicit_hate	threatening		
i vote for the guillotine! a head for a head! if that was the punishment, you might think twice	hate	implicit_hate	threatening		
send them all home without payment. That will help pay for the wall.	hate	implicit_hate	threatening		
Poland, Japan, Hungary, no Muslims, no jihad!	hate	implicit_hate	threatening		
# wethepeople are calling for # buildthewall # wallsandlaws to arrest those who seek refuge and help criminals.	hate	implicit_hate	threatening		
Time to purge within our own communities. Let all suspicious Muslims disappear. Do it in a way that no one will notice. Make examples!	hate	implicit_hate	threatening		
We need to curb immigration, quality is not coming. We have been overrun for the last 35 years.	hate	implicit_hate	threatening	inferiority	
collects them, sends them to their homeland, which is supposed to calm them down	hate	implicit_hate	threatening		
End sanctuary cities. No shortcuts. Not fair to other immigrants who pursue a proper legal immigration policy!	hate	implicit_hate	threatening		
1400yrs, 1.8 billion Muslims, 5mus cntries surrounded # israel.. & u cn't even stop her.u vermin will just kill many.. & then be assimilated or exterminated.	hate	implicit_hate	threatening	inferiority	
Solution: Release south of the border	hate	implicit_hate	threatening		
She's a poster child for idiocy!	hate	implicit_hate	threatening		
Bring your racist ass on me, I'm an armed # creepyasscracker lets it shoot and see who runs out of ammunition # zimmermantrial	hate	implicit_hate	threatening		
Dead people did not want to shoot alive to kill so that they could not enter illegally again.	hate	implicit_hate	threatening		
Hiring more border guards, reject them!	hate	implicit_hate	threatening		
pl. screw all anti-nationalists without mercy, forget goodies, act tough commander in chief kill all traitors, call us if u need	hate	implicit_hate	threatening		
cut all fedfunds to the holy city. arrest mayors who violate fedlaw. check your bank accounts for illegal donations. contact	hate	implicit_hate	threatening		
Bible publishers should be free to do business according to the book they publish.	hate	implicit_hate	threatening		
Where does the left stand now? Muslims and the faith must be questioned and held accountable, the longer they remain	hate	implicit_hate	threatening		
no, hell no! send every damn one of me back to where his parents come from! Americans first! Whole families return!!!	hate	implicit_hate	threatening		
a snake at atime. like my aunt did in bayous, they cut off your head when u c'em. 'deadly & will kill you.	hate	implicit_hate	threatening		
Do not house these or other illegal immigrants on another day, but get them out of the house immediately.	hate	implicit_hate	threatening		
Cut federal funding, food stamps and all other subsidies if they don't want to abide by the law	hate	implicit_hate	threatening		
and we demand that they be sent home with their demands while enjoying our way of life while they are illegal.	hate	implicit_hate	threatening		
You should invest in some big guns for open transportation and learn to hold your own # dunntrial # jordandavis	hate	implicit_hate	threatening		
If we get a wall, mass deportations and a Muslim ban, I'm a little happier.	hate	implicit_hate	threatening		
round them on send them home as soon as possible.	hate	implicit_hate	threatening		
we need a new law to prevent these attacks. deport all non-citizen relatives of the attacker and ban all emigration from his home country for five years. this should cool the emotions of the potential killer and provide an incentive for his relatives to end his attack. in war or not?	hate	implicit_hate	threatening		
it is not enough. they do not need to be welcomed. they need to be exported and looked after by someone else permanently.	hate	implicit_hate	threatening		
: # trump must lift order that law, intel, military cannot get Sharia & jihad training	hate	implicit_hate	threatening		
No more jobs for illegals!!	hate	implicit_hate	threatening		
"japan has a rule on how to deal with islam. we don't have to throw them out of the usa - we just have to ""freeze"" them out of society!"	hate	implicit_hate	threatening		
Put them on the border. Put up a sign that we will not shoot foreigners heading south.	hate	implicit_hate	threatening		
People, get the horn and call the Senate now to stop this great government dysfunction called # amnesty. time is running out! call 202.224.3121	hate	implicit_hate	threatening		
why do we give more rights to migrants than to those descended from slaves? lock up the Syrians and let the black ones out!	hate	implicit_hate	threatening		
"Take away Social Security benefits and food stamps and Section 8Housing. No jobs. No free riders on taxpayers ""money. No medicine, either."	hate	implicit_hate	threatening		
i crack tf every time a # deportable is packaged!	hate	implicit_hate	threatening		
We do not want any of your Muslims	hate	implicit_hate	threatening		
Cut off all funding for California, let them take care of their illegals # liberalism	hate	implicit_hate	threatening		
Well done, you fool, you have now made it a war and you will lose.	hate	implicit_hate	threatening		
Let the dogs out	hate	implicit_hate	threatening		
for those of u unfamiliar, the only goal is to stop immigration to the United States, legally or not, at any cost. # sb1070	hate	implicit_hate	threatening		
Send the entire student body to Iran to get a taste of racial justice!	hate	implicit_hate	threatening		
Savages have moved the war to the home front through legal and illegal immigration.	hate	implicit_hate	threatening		
the # katesteinle judgement has to shake us. report all known and suspected illegal ones to iceberg under the phone number 866-347-2423 or online (link:). i even reported a member of my staff to me. we may not show mercy to them, as they showed kate.	hate	implicit_hate	threatening		
Hard # everify, fine the hell out of business caught w / # illegalaliens, # deportthemall. # jobs	hate	implicit_hate	threatening		
":: gop can ""turn off the federal tap for # MeToo"" It's up to us to make it"	hate	implicit_hate	threatening		
Health care for illegal aliens should consist of a greyhound ticket back to Reynosa and a bottle of generic ibuprofen.	hate	implicit_hate	threatening		
no amnesty no benefits no jumps no Daca no adult children no cheaters no chain families deport	hate	implicit_hate	threatening		
we do not need your permission 2 take back your ppl. Bring back 2 border & throw back. Enough of being civil 2 uncivilized countries	hate	implicit_hate	threatening		
- when it is inevitable to go to war with these animals, it is time to raise the black flag.	hate	implicit_hate	threatening	inferiority	
the toughening of the punishment for illegal immigrants who engage in illegal action. just deporting does not work, that is not an adequate punishment	hate	implicit_hate	threatening		
If I ever catch someone sexually abusing a child, I have no problem with being in prison because I put a hot flush in the back of their head!	hate	implicit_hate	threatening		
mount an nbp head in your living room. Take it out.	hate	implicit_hate	threatening		
Illegal aliens should not have driving privileges!	hate	implicit_hate	threatening		
tonight i will be calling for a crackdown on sanctuary citys. if a city ignores federal law, it should not be fed. $$$# sayfie	hate	implicit_hate	threatening		
I am sure if we stop all visas from these countries and freeze all aid $$$$$$$$$they will change their minds	hate	implicit_hate	threatening		
Take the (()) off now.	hate	implicit_hate	threatening		
government. talking shit about immigration to election. we americans suffer passion. it is not so hard to deport illegals. puts the military on the borders.. closes companies that employ them end of history	hate	implicit_hate	threatening		
Give that state extra money, take it away from sanctuary cities.	hate	implicit_hate	threatening		
White nations need white Sharia law, and today it may be too late.	hate	explicit_hate			
Oldest, dare I say crazed black man?	hate	explicit_hate			
"If you can convince the lowest white man that he is better than the most colored, he will not notice that you are reaching into your pocket """" - potus lbj"	hate	explicit_hate			
Yes.. and sandniggers attacking Western Europe to the point of ruin!	hate	explicit_hate			
She must be the daughter of one of the wetlands that have also been granted amnesty	hate	explicit_hate			
"You sad little ""man."" ""Fuck your patriarchal myths of gods from the second century."	hate	explicit_hate			
How can I report you because you are an inbred animal?	hate	explicit_hate			
Dwath will never come soon enough for a dirty piece of damn rubbish like you	hate	explicit_hate			
Ebony are wats wrong with the world they keep out of the earth they are alien	hate	explicit_hate			
Worthless intruders attack police after Macedonians build border	hate	explicit_hate			
It is impossible to rehabilitate them, they drool in subhuman cruelty.	hate	explicit_hate			
I made sure you sign up to the vermin, just as you have a Twitter account: ponytail lollipop!	hate	explicit_hate			
Exterminating Islamic fascists, wild pagans among animals	hate	explicit_hate			
re just a piece of dog shit Dindu Nuffin Cave Beasts	hate	explicit_hate			
the value of a person is a unit of consumption / production in the scheme of the rich globalists, then immigrants have no	hate	explicit_hate			
It is not news that Islam produces mentally unstable people with neurotic feelings. Perversion is only one of the symptoms!	hate	explicit_hate			
Warning of unprecedented wave of illegal immigrants in Third World borderless measures w / # alipac # tcot # pjnet	hate	explicit_hate			
stov, you are a smaller Caucasian. You must of course be decent Russian!	hate	explicit_hate			
Pelosi is not a person who is not sure what she is, but she is not a person.	hate	explicit_hate			
Cattle droppings, Daca, are illegal leeches on American soil. They must be deported and returned to their country to make it a great place again. Well-educated and upstanding young people should do so, unless they are reliant on welfare benefits that require scum.	hate	explicit_hate			
There is nothing wrong with beheading these maniacs and freaks	hate	explicit_hate			
zimmerman is brown-eyed, like you. () A people of blue-eyed devils, in which we live.	hate	explicit_hate			
They are a sick, pathetic excuse for a man who has mud on the floor of a sewer. Shame.	hate	explicit_hate			
I'm curious how it goes through life as a complete return.	hate	explicit_hate			
This brave blonde with blue eyes held off these half-wild homosexual hordes well, they believed in him.	hate	explicit_hate			
You are human rubbish.	hate	explicit_hate			
It's not that they just don't want whites to come together as one.	hate	explicit_hate			
If the breed were genuine (which it is not), we would have preferred to eliminate our somewhat stupid genes from our gene pool!	hate	explicit_hate			
saudi arabia is a disgusting, inhuman regime. truly malice. lower than min. business is still business.	hate	explicit_hate			
They are also mentally lazy to find out or even analyze their beliefs and spiritually confused.	hate	explicit_hate			
Wait, you mean like General Sherman? Yes, now there's a worthless piece of shit Yankee vermin trash terrorist.	hate	explicit_hate			
so much work lies ahead to repair western civilization. unfortunately some (not all) of these satanic pigs deserve to be beheaded # humanwaste	hate	explicit_hate			
good! hopefully the dirty Muslims can return to their sandlands if America makes them feel unsafe!	hate	explicit_hate			
Different ethnic tribes have different skills. Non-white Asians suck at math	hate	explicit_hate			
No wonder you are the mixed subhuman descendant of Lebanese genocidal Christians (who, incidentally, lost).	hate	explicit_hate			
just on youtube. damn wild, beast. they didn't even have the wheel before we got it.	hate	explicit_hate			
Disgustingly worthless, inhuman scum that we have to hang up and slice open the stomachs of bastards!	hate	explicit_hate			
If blacks have to catch up genetically by cutting, does that mean they admit to being inferior and that racial segregation was right?	hate	explicit_hate			
you have incestuous freaks. go to hell!!!!!! # dumbtweets # fail # racist	hate	explicit_hate			
Castration of these goats	hate	explicit_hate			
hey, you great embarrassment. veto the fucking spending bill. do your fucking job stop that you can outtsmart the swamp.	hate	explicit_hate			
Clan comes here to stay damn dark skinned!	hate	explicit_hate			
ain't a surprise, ain't em worth a damn	hate	explicit_hate			
if y'all niggas let me join in? i hate niggas too	hate	explicit_hate			
As long as you don't turn off the Muslims and tell them that you are ready to fight 4 battles, you lose!	hate	explicit_hate			
fuck Israel. Dirty rats. No one likes them, so they are all driven out all the time.	hate	explicit_hate			
lol,,, welcome to the world, this is what she is lobbying for, and so it starts well! good job ann you f'n tranny	hate	explicit_hate			
< < = Eat a dick you've bucked	hate	explicit_hate			
Some body shoots this stupid bitch and saves her from misery	hate	explicit_hate			
"Not to mention ""little black Sambo,"" ""who was actually Indian"" and ""Uncle Remus."""	hate	explicit_hate			
The darkness does not count	hate	explicit_hate			
how liberal simply say that liberal means negro for whites and for blacks means negro is done here!	hate	explicit_hate			
But when I talked about niggers, they stomped on the floor! Same when Trump talks were held instead of taxes.	hate	explicit_hate			
Yes, we can apply to all colics, including the # kkk that got white ebony	hate	explicit_hate			
Blaming others, blaming everyone who never takes responsibility.	hate	explicit_hate			
"If you had killed all the niggers in your school, you would have had the master race """" -"	hate	explicit_hate			
Is your code right for an urban environment populated by Negroes?	hate	explicit_hate			
Yhvh will throw this bunch of Pharisees to hell. # frcdcistonedeaftojesus	hate	explicit_hate			
Take home your worthless black asses.	hate	explicit_hate			
more nigger punks like trayvon need to be killed. i would like to kill myself a niger. if riots happen, i kill several niggers!	hate	explicit_hate			
"If you can't stop the shemales, you won't stop the Muhammad, ""he said."	hate	explicit_hate			
But what do you think was their motive? Shooting. You. Death.	hate	explicit_hate			
It would be an interesting project to party and then shoot with the small rifle one by one. Fun.	hate	explicit_hate			
So when you are attacked, what do you do? You throw the shit out of the invaders and don't take any prisoners.	hate	explicit_hate			
Hang him up, shoot him and push him away.	hate	explicit_hate			
How many terrorists would you agree with? A secure control system would be a temporary ban on Muslims	hate	explicit_hate			
Take her back and shoot her, screw up this prison time.	hate	explicit_hate			
Except maybe at # smugglers prices... or maybe back to shooting. # smugglHollywoodTypes # Hollywood # JimmyKimmel # Trump # Hannity # homophobic # Twitter # Twatter # OutBackToShootEm	hate	explicit_hate			
The fact is that these things will never stop until autistic and mentally disabled people are sterilized and removed from the population and institutionalized, and this child has been caught because he lost a game. http: / / www.foxnews.com / us / 2018 / 08 / 26 / mass-shooting...	hate	explicit_hate			
It's time to clean the entire landmass of the United States of the plague that is the Jewish pedophile populace. https: / / twitter.com / michaelianblack / status / 1020869... They hate our right to bear arms more than SEX WITH CHILDREN I wouldn't mind seeing these vermin play hungry.	hate	explicit_hate			
Those who shout Allahu Akbar should be shot immediately. There is no place in civilization for the barbaric Satanism known as Islam.	hate	explicit_hate			
Bring the pain over her mother. # Trump # MAGA # KAG2020 # 2A # USA # Mueller # AntiFa Address: 1315 Peach Orchard RdSalisbury, North Carolina 28146 tel (704) 630-4700Websitehttp: / / dillards.com https: / / bigleaguepolitics.com / meet-the-charlotte-a...	hate	explicit_hate			
I would slap the shit out of your face and you would ask for forgiveness	hate	explicit_hate			
"I would bet that my hatred of Kikes exceeds that of the 220 million dog eaters in Chinkland. Not only do the Yellow Jews shape their own culture according to the Bugman mentality, they actively spit on their land with organic industrial waste in the name of ""progress."" Chinks are kike knockout drops."	hate	explicit_hate			
"Some faggot-loving newspapers want people to remain queer when they are born or ""are."" https: / / www.yahoo.com / news / more-20-000-lgbt-teens-175450952.html Anyone who resists the attempt to turn a fag into a hetero is a traitor not only to # whites, but to all of humanity, and should be condemned and punished."	hate	explicit_hate			
# TarAndFeather THESE # DeepState motherf * * king Government booms and shouts THEN YOU IN GITMO TO TEMPLE OUR DEMOCRATY.	hate	explicit_hate			
Send this little cunt to the guillotine, then place his head on a thorn and let him decorate the outside of the White House.	hate	explicit_hate			
Throw each of the traitor sons of a bitch off the bench and hang them to the RFN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	hate	explicit_hate			
Beautiful false equivalence, you cretinous negro.	hate	explicit_hate			
Take a bullet like a damn man, damn man - I kike to that gay nigger David Hogg. I'm not a damn man, but I would damn him if he came to my cell on death row in Texas.	hate	explicit_hate			
David Hogg needs a kick in the butt... just after his parents got their kick to raise such a miserable man.	hate	explicit_hate			
First, you're a damn wetback, second, you're pro kike, so anti-white.	hate	explicit_hate			
What to analyze? The invasion comes, places troops on the border, shoots at those who are stupid enough to cross it.	hate	explicit_hate			
THEN WHY DO YOU DO NOT TREATMENT!	hate	explicit_hate			
The US and Britain are jealous that Russia is selling a shipment of obsolete weapons into Syria and need a plan to drop the arsenals.	hate	explicit_hate			
I don't need anyone to explain to me how the other traitors are. What I need to explain to myself is how we let this shit hang.	hate	explicit_hate			
Tell him to bring his goat and camel fuck ass to America and burn a flag in front of me... I'm going to flog him with my bare hands to a trauma center that the fucking pussy bitch doesn't have the balls to come here and do it.	hate	explicit_hate			
The occasional throttling of copper doesn't bother me as long as it's satirical and makes me laugh a little at their discomfort.	hate	explicit_hate			
I think your Swedish police should be able to use their snipers and shoot those who have burning bombs in their hands. As long as you don't crush Muslims, they will never stop. Muslims only understand violence.	hate	explicit_hate			
If only we could stand up and kill every Negro and Jew in America, as the Negroes did with the whites in Haiti, but our police state is pretty closed.	hate	explicit_hate			
Another shit ebony who needs a bullet in the head.	hate	explicit_hate			
"James Brown's body double mouth ""impeach45"" mad # Maxine Water... and her crazy followers must then straitjacket waterboarding out of politics! https: / / youtu.be / KpXI9zmnyb4"	hate	explicit_hate			
Every now and then, as safe as clockwork, a miserable little Internet # TROLL (like you) comes by to disturb the apple cart online to the consternation of all the # DECENT * people here!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	hate	explicit_hate			
I want Sweden to be raped to death	hate	explicit_hate			
I wonder if the jigaboos dancing on football fields have finally realised that they have taken money out of their own pockets when they ceased to be a distraction.	hate	explicit_hate			
Besides, I can't think of anything more counterproductive than to get into fights with Shit-Tier-Niggers and other diversity groups, if these are not the people who organized the destruction of your homeland socially.	hate	explicit_hate			
Today, we celebrate a Jewish black communist who attended gay orgies and read speeches by his Jewish henchmen - the equivalent of the people who will have a day off in 50 years to celebrate Deray, another Jewish-funded black gay man.	hate	explicit_hate			
"What is the point of ""white supremacy"" if it leads to a white minority?"	hate	implicit_hate	other		
Editor's note: The Islamic doctrine of Sharia law is anti-constitutional.	hate	implicit_hate	other		
"All the whites are not Aryans; why do they try to jump on the Aryans ""bandwagon?"	hate	implicit_hate	other		
Jews know deep down that they are not white	hate	implicit_hate	other		
Lahore was a beautiful city dominated by Sikhs and Hindus... we lost it...	hate	implicit_hate	other		
lol you are Jewish, although.. not white.	hate	implicit_hate	other		
It's a pity your people turn into soap in South Africa.	hate	implicit_hate	other		
The cuckoo friends are sure that the csa was not racist.	hate	implicit_hate	other		
Trump and White Identity Politics: Is Trump Mainstreaming White Identity Politics?	hate	implicit_hate	other		
Fair is code name for White Trash	hate	implicit_hate	other		
""": jared taylor on the white man's disease: pathological altruism. # race # tpot # tcot..."" ""wow! a must read"""	hate	implicit_hate	other		
The white race became too selfish and stopped having children in exchange for materialism.	hate	implicit_hate	other		
can't wait 2 watch your videos are great david. the one where you discuss muhammed crossdressing is top	hate	implicit_hate	other		
Only whites ended slavery.	hate	implicit_hate	other		
Overpopulation will ultimately lead to misery for these people if we can no longer take care of them.	hate	implicit_hate	other		
It's like saying Arabs are white, they're Semites, hence the prase-antisemite.	hate	implicit_hate	other		
the fact that a Jew could ever have sat anywhere in an elected seat shows a kind of disconnect between white ideas and reality	hate	implicit_hate	other		
"Flashback: Gov. Mark Dayton says ""deplorable"" ""to find another state"" ""via # cuckconservative # terror"""	hate	implicit_hate	other		
. on # periscope: the cuckoo clocks attacking white nationalists: the latest	hate	implicit_hate	other		
all goals should be debated. small and big.baked cucked! he fears being called racist over white rig	hate	implicit_hate	other		
Cuckoo's Island: Eyewitnesses report armed police running away from Muslim terrorists	hate	implicit_hate	other		
For the cuckoo's sake! # cuckoo # nrorevolt # goyible	hate	implicit_hate	other		
Muh traditionalism includes attending gay weddings # cuckconservative	hate	implicit_hate	other		
"oh yes, while some alt-right cuck says ""staahpp we supp"	hate	implicit_hate	other		
Well, there is your likelihood. You have confused ordinary white Americans with dirty White Trash.most can tell the difference.	hate	implicit_hate	other		
When you lie on your knees with your white companions, you swallow	hate	implicit_hate	other		
White nationalism is a religion of peace.	hate	implicit_hate	other		
Hunter, you know I'm Jewish. I hope you mean liberal Jews, not us right-wing hardliners.	hate	implicit_hate	other		
"It's because they're a bunch of ""w. i. n. o's"" (cucks who are ""white in name only"") who are too afraid to be pro-white... """	hate	implicit_hate	other		
cuck erickson: this is racist! you are all racists!	hate	implicit_hate	other		
cuckconservative: French family issue via # cuckconservative # whitegenocide # transracial	hate	implicit_hate	other		
Screw the blind media and cucks connect and save people!	hate	implicit_hate	other		
the wreckage left behind by the Trump summer # cuckconservative	hate	implicit_hate	other		
Um... I wonder what percentage of white nationalist / racist slings are progressives? my guess = less than 1% u 2 care to guess?	hate	implicit_hate	other		
Shockingly, 34% did not think America would settle for white Euros. Let's see: 12.3% black pop + 12.5% brown pop + various minorities + white cucks =	hate	implicit_hate	other		
"The strategy of the ""cuckoo conservatives"" was to engage in identity politics with minorities and take the white vote for granted."	hate	implicit_hate	other		
It's amazing that they're betas - priceless.	hate	implicit_hate	other		
"""No black conservative would ever care about race!"" ""said every white cuckoo."""	hate	implicit_hate	other		
"it would have much more success with standards and I don't like to be rude or hate non-whites who are sometimes decent people... inb 4 ""cuck"" """	hate	implicit_hate	other		
a white guy who refuses to be disrespected and has the audacity to stand up for himself.	hate	implicit_hate	other		
Further oppression of the white man by a pampered country will have devastating long-term consequences.	hate	implicit_hate	other		
Jared Taylor is an # anti-white # cuckoo conservative and his supporters are trash.	hate	implicit_hate	other		
He is more coherent and knows what he is doing, but he does it anyway.	hate	implicit_hate	other		
They're right, though the guy is a cuckoo.	hate	implicit_hate	other		
Sanders and Trump share common ground on # cuckconservative # illegal aliens # nationalism # election2016	hate	implicit_hate	other		
"""We citizens must not be confused with"" American. """" This is a lie of the left. There is an authentic American culture and people. """	hate	implicit_hate	other		
Are white countries working together now?	hate	implicit_hate	other		
"Whites used to be against expropriation. See the book ""The Foreign Immigrant"" ""1903."	hate	implicit_hate	other		
Skrillex & carl the cuck: You're a white man	hate	implicit_hate	other		
Paul, if you're not Jewish, pick yourself up. # altright # whitenationalism	hate	implicit_hate	other		
The Federalist: Please stop glorifying manufacturing jobs over # globalization # freetrade # cuckconservative	hate	implicit_hate	other		
this is the cuck you wanted the buck you call downdemarcus your wife is a giant you are not racist now	hate	implicit_hate	other		
We are all vertebrates, too.	hate	implicit_hate	other		
but the white cuckolds are still there and pay tons of money on this spoi	hate	implicit_hate	other		
hey guys nevertheless i can join in? i follow the commands really well. just ask someone no one likes # uncletom like me!	hate	implicit_hate	other		
"""I'm just about freedom"" ""name a white area that maintained Western freedom after whites lost control"" ""block you racist"" ""# cuckconservative"""	hate	implicit_hate	other		
What happened to the mulatto-four-legged and the eight-legged?!	hate	implicit_hate	other		
the black guy looks cool, nonchalant and shit; the overweight white dad guy not so much	hate	implicit_hate	other		
if he takes estrogen, maybe, but you can only change the outward appearance of a person; not his dna.	hate	implicit_hate	other		
wow, i've been looking for you for 8 years. you're right, obama is a coward, why did black people vote for him twice 95%?	hate	implicit_hate	other		
The examination of gender is simple because there are only male and female ones.	hate	implicit_hate	other		
There are no bisexual people, gays just say that so they can walk through the hall with a girl by the hand.	hate	implicit_hate	other		
You don't expect a girl to know where she is.	hate	implicit_hate	other		
Cool story, baby. Now make me a sandwich.	hate	implicit_hate	other		
Doctor:: How did this happen? Me:: My mother pushed me down a flight of stairs when I told her I was a lesbian. Doctor:: Oh, that's understandable.	hate	implicit_hate	other		
You will be the expert on everything African-American.	hate	implicit_hate	other		
Yes, it's like black people dye their hair blond and wear neon colors. It just doesn't work!	hate	implicit_hate	other		
You haven't seen the Godfather movies?! You're not really a man if you haven't seen them.	hate	implicit_hate	other		
Hahaha, you are so funny! You are not asexual! There are no such things! People are MADE for sex! You just haven't had good sex yet! One day you meet the right man and you want to turn his brain off, and then you will remember how insane you ever were to call yourself asexual!	hate	implicit_hate	other		
How many Indians are you? I mean, you don't see it.	hate	implicit_hate	other		
* gasps * You've never had taiyaki *? You're not really Japanese!	hate	implicit_hate	other		
So you really have nothing to do with men? Like, really not with men? Are you sure?	hate	implicit_hate	other		
Don't become one of those militant gays.	hate	implicit_hate	other		
I wish you would stop calling me a feminist. I'm not a feminist. It's really offensive. I love all the traditional womanstuff, cooking, cleaning, stuff like that.	hate	implicit_hate	other		
WHY are you an atheist?	hate	implicit_hate	other		
"What good is ""white supremacy"" if it leads to a white minority?"	hate	implicit_hate	other		
Editor's note: The Islamic doctrine of Sharia law is unconstitutional.	hate	implicit_hate	other		
lol you are Jewish though.. not white.	hate	implicit_hate	other		
It is a pity that your people in South Africa turn into soap.	hate	implicit_hate	other		
Trump and the politics of white identity: Is Trump spreading the politics of white identity?	hate	implicit_hate	other		
': Jared taylor on the white man's disease: pathological altruism. # race # tpot # tcot...'	hate	implicit_hate	other		
Flashback: Governor Mark Dayton says it's' unfortunate 'to find' another state 'over # cuckconservative # terror'	hate	implicit_hate	other		
. on # periscope: the cuckoo clocks attack white nationalists: the latest	hate	implicit_hate	other		
Cuckoo Island: Eyewitnesses report armed police fleeing Muslim terrorists	hate	implicit_hate	other		
For the sake of the cuckoo! # cuckoo # nrorevolt # goyible	hate	implicit_hate	other		
Muh traditionalism involves attending gay weddings # cuckconservative	hate	implicit_hate	other		
"Oh yes, while some alt-right cuck says ""staahpp we supp"	hate	implicit_hate	other		
Well, there's your likelihood. You've confused ordinary white Americans with dirty White Trash.most can make the difference.	hate	implicit_hate	other		
"It's because they're a bunch of ""w. i. n. o's"" (cuckoos that ""are white in name only"") who are too afraid to be pro-white... """	hate	implicit_hate	other		
cuck erickson: This is racist! you are all racists!	hate	implicit_hate	other		
cuckconservative: French family affair about # cuckconservative # whitegenocide # transracial	hate	implicit_hate	other		
The debris left behind by the Trump summer # cuckconservative	hate	implicit_hate	other		
Er... I wonder what percentage of white nationalist / racist nooses is progressive? my guess = less than 1% u 2 care to guess?	hate	implicit_hate	other		
Shockingly, 34% did not believe that America would settle for white Euros. Let's see: 12.3% black pop + 12.5% brown pop + various minorities + white cucks =	hate	implicit_hate	other		
"The strategy of the ""cuckoo conservatives"" was to engage in identity politics with minorities and take the white voice for granted."	hate	implicit_hate	other		
It's amazing that they are betas - priceless.	hate	implicit_hate	other		
"""No black conservative would ever care about race!"" said every white cuckoo. """	hate	implicit_hate	other		
"It would have much more success with standards and I don't like being rude or hating non-whites who are sometimes decent people... inb 4 ""cuck"" """	hate	implicit_hate	other		
A white guy who refuses to be disrespected and has the audacity to stand up for himself.	hate	implicit_hate	other		
Jared Taylor is an # anti-white # cuckoo and his followers are garbage.	hate	implicit_hate	other		
He's more coherent and knows what he's doing, but he's doing it anyway.	hate	implicit_hate	other		
Sanders and Trump have common ground on # Cuckconservative # illegal aliens # nationalism # election2016	hate	implicit_hate	other		
Paul, if you're not Jewish, take yourself. # altright # whitenationalism	hate	implicit_hate	other		
this is the cuck you wanted, the buck you call downdemarcus, your wife is a giant, you are not racist now	hate	implicit_hate	other		
but the white cuckold are still there and pay tons of money on this spoi	hate	implicit_hate	other		
"""I'm all about freedom"" ""Name a white area that maintained Western freedom after whites lost control"" ""Block you racially"" ""# cuckconservative"""	hate	implicit_hate	other		
What happened to the mulatto quadrupeds and the octopuses?!	hate	implicit_hate	other		
the black guy looks cool, nonchalant and shit, the overweight white dad looks less	hate	implicit_hate	other		
If he takes estrogen, maybe, but you can only change a person's appearance; not his dna.	hate	implicit_hate	other		
There are no bisexual people, gays just say they can walk through the hall with a girl by the hand.	hate	implicit_hate	other		
You're the expert on everything African-American.	hate	implicit_hate	other		
Yes, it's like blacks dye their hair blond and wear neon colors. It just doesn't work!	hate	implicit_hate	other		
Hahaha, you're so funny! You're not asexual! There aren't! People are MADE for sex! You just haven't had good sex yet! One day you meet the right man and you want to turn off his brain, and then you'll remember how insane you ever called yourself asexual!	hate	implicit_hate	other		
